88,8,17
88,8,18
88,8,19
88,8,20
88,8,21
88,8,22
88,8,23
88,8,24
88,8,25
88,8,26
88,8,27
88,8,28
88,8,29
88,8,30
88,8,31
88,9,1
88,9,2
88,9,3
88,9,4
88,9,5
88,9,6
88,9,7
88,9,8
88,9,9
88,9,10
88,9,11
88,9,12
88,9,13
88,9,14
88,9,15
88,9,16
88,9,17
88,9,18
88,9,19
88,9,20
88,9,21
88,9,22
88,9,23
88,9,24
88,9,25
88,9,26
88,9,27
88,9,28
88,9,29
88,9,30
88,10,1
88,10,2
88,10,3
88,10,4
88,10,5
88,10,6
88,10,7
88,10,8
88,10,9
88,10,10
88,10,11
88,10,12
88,10,13
88,10,14
88,10,15
88,10,16
88,10,17
88,10,18
88,10,19
88,10,20
88,10,21
88,10,22
88,10,23
88,10,24
88,10,25
88,10,26
88,10,27
88,10,28
88,10,29
88,10,30
88,10,31
88,11,1
88,11,2
88,11,3
88,11,4
88,11,5
88,11,6
88,11,7
88,11,8
88,11,9
88,11,10
88,11,11
88,11,12
88,11,13
88,11,14
88,11,15
88,11,16
88,11,17
88,11,18
88,11,19
88,11,20
88,11,21
88,11,22
88,11,23
88,11,24
88,11,25
88,11,26
88,11,27
88,11,28
88,11,29
88,11,30
88,12,1
88,12,2
88,12,3
88,12,4
88,12,5
88,12,6
88,12,7
88,12,8
88,12,9
88,12,10
88,12,11
88,12,12
88,12,13
88,12,14
88,12,15
88,12,16
88,12,17
88,12,18
88,12,19
88,12,20
88,12,21
88,12,22
88,12,23
88,12,24
88,12,25
88,12,26
88,12,27
88,12,28
88,12,29
88,12,30
88,12,31
89,1,1
89,1,2
89,1,3
89,1,4
89,1,5
89,1,6
89,1,7
89,1,8
89,1,9
89,1,10
89,1,11
89,1,12
89,1,13
89,1,14
89,1,15
89,1,16
89,1,17
89,1,18
89,1,19
89,1,20
89,1,21
89,1,22
89,1,23
89,1,24
89,1,25
89,1,26
89,1,27
89,1,28
89,1,29
89,1,30
89,1,31
89,2,1
89,2,2
89,2,3
89,2,4
89,2,5
89,2,6
89,2,7
89,2,8
89,2,9
89,2,10
89,2,11
89,2,12
89,2,13
89,2,14
89,2,15
89,2,16
89,2,17
89,2,18
89,2,19
89,2,20
89,2,21
89,2,22
89,2,23
89,2,24
89,2,25
89,2,26
89,2,27
89,2,28
89,3,1
89,3,2
89,3,3
89,3,4
89,3,5
89,3,6
89,3,7
89,3,8
89,3,9
89,3,10
89,3,11
89,3,12
89,3,13
89,3,14
89,3,15
89,3,16
89,3,17
89,3,18
89,3,19
89,3,20
89,3,21
89,3,22
89,3,23
89,3,24
89,3,25
89,3,26
89,3,27
89,3,28
89,3,29
89,3,30
89,3,31
89,4,1
89,4,2
89,4,3
89,4,4
89,4,5
89,4,6
89,4,7
89,4,8
89,4,9
89,4,10
89,4,11
89,4,12
89,4,13
89,4,14
89,4,15
89,4,16
89,4,17
89,4,18
89,4,19
89,4,20
89,4,21
89,4,22
89,4,23
89,4,24
89,4,25
89,4,26
89,4,27
89,4,28
89,4,29
89,4,30
89,5,1
89,5,2
89,5,3
89,5,4
89,5,5
89,5,6
89,5,7
89,5,8
89,5,9
89,5,10
89,5,11
89,5,12
89,5,13
89,5,14
89,5,15
89,5,16
89,5,17
89,5,18
89,5,19
89,5,20
89,5,21
89,5,22
89,5,23
89,5,24
89,5,25
89,5,26
89,5,27
89,5,28
89,5,29
89,5,30
89,5,31
89,6,1
89,6,2
89,6,3
89,6,4
89,6,5
89,6,6
89,6,7
89,6,8
89,6,9
89,6,10
89,6,11
89,6,12
89,6,13
89,6,14
89,6,15
89,6,16
89,6,17
89,6,18
89,6,19
89,6,20
89,6,21
89,6,22
89,6,23
89,6,24
89,6,25
89,6,26
89,6,27
89,6,28
89,6,29
89,6,30
89,7,1
89,7,2
89,7,3
89,7,4
89,7,5
89,7,6
89,7,7
89,7,8
89,7,9
89,7,10
89,7,11
89,7,12
89,7,13
89,7,14
89,7,15
89,7,16
89,7,17
89,7,18
89,7,19
89,7,20
89,7,21
89,7,22
89,7,23
89,7,24
89,7,25
89,7,26
89,7,27
89,7,28
89,7,29
89,7,30
89,7,31
89,8,1
89,8,2
89,8,3
89,8,4
89,8,5
89,8,6
89,8,7
89,8,8
89,8,9
89,8,10
89,8,11
89,8,12
89,8,13
89,8,14
89,8,15
89,8,16
89,8,17
89,8,18
89,8,19
89,8,20
89,8,21
89,8,22
89,8,23
89,8,24
89,8,25
89,8,26
89,8,27
89,8,28
89,8,29
89,8,30
89,8,31
89,9,1
89,9,2
89,9,3
89,9,4
89,9,5
89,9,6
89,9,7
89,9,8
89,9,9
89,9,10
89,9,11
89,9,12
89,9,13
89,9,14
89,9,15
89,9,16
89,9,17
89,9,18
89,9,19
89,9,20
89,9,21
89,9,22
89,9,23
89,9,24
89,9,25
89,9,26
89,9,27
89,9,28
89,9,29
89,9,30
89,10,1
89,10,2
89,10,3
89,10,4
89,10,5
89,10,6
89,10,7
89,10,8
89,10,9
89,10,10
89,10,11
89,10,12
89,10,13
89,10,14
89,10,15
89,10,16
89,10,17
89,10,18
89,10,19
89,10,20
89,10,21
89,10,22
89,10,23
89,10,24
89,10,25
89,10,26
89,10,27
89,10,28
89,10,29
89,10,30
89,10,31
89,11,1
89,11,2
89,11,3
89,11,4
89,11,5
89,11,6
89,11,7
89,11,8
89,11,9
89,11,10
89,11,11
89,11,12
89,11,13
89,11,14
89,11,15
89,11,16
89,11,17
89,11,18
89,11,19
89,11,20
89,11,21
89,11,22
89,11,23
89,11,24
89,11,25
89,11,26
89,11,27
89,11,28
89,11,29
89,11,30
89,12,1
89,12,2
89,12,3
89,12,4
89,12,5
89,12,6
89,12,7
89,12,8
89,12,9
89,12,10
89,12,11
89,12,12
89,12,13
89,12,14
89,12,15
89,12,16
89,12,17
89,12,18
89,12,19
89,12,20
89,12,21
89,12,22
89,12,23
89,12,24
89,12,25
89,12,26
89,12,27
89,12,28
89,12,29
89,12,30
89,12,31
90,1,1
90,1,2
90,1,3
90,1,4
90,1,5
90,1,6
90,1,7
90,1,8
90,1,9
90,1,10
90,1,11
90,1,12
90,1,13
90,1,14
90,1,15
90,1,16
90,1,17
90,1,18
90,1,19
90,1,20
90,1,21
90,1,22
90,1,23
90,1,24
90,1,25
90,1,26
90,1,27
90,1,28
90,1,29
90,1,30
90,1,31
90,2,1
90,2,2
90,2,3
90,2,4
90,2,5
90,2,6
90,2,7
90,2,8
90,2,9
90,2,10
90,2,11
90,2,12
90,2,13
90,2,14
90,2,15
90,2,16
90,2,17
90,2,18
90,2,19
90,2,20
90,2,21
90,2,22
90,2,23
90,2,24
90,2,25
90,2,26
90,2,27
90,2,28
90,3,1
90,3,2
90,3,3
90,3,4
90,3,5
90,3,6
90,3,7
90,3,8
90,3,9
90,3,10
90,3,11
90,3,12
90,3,13
90,3,14
90,3,15
90,3,16
90,3,17
90,3,18
90,3,19
90,3,20
90,3,21
90,3,22
90,3,23
90,3,24
90,3,25
90,3,26
90,3,27
90,3,28
90,3,29
90,3,30
90,3,31
90,4,1
90,4,2
90,4,3
90,4,4
90,4,5
90,4,6
90,4,7
90,4,8
90,4,9
90,4,10
90,4,11
90,4,12
90,4,13
90,4,14
90,4,15
90,4,16
90,4,17
90,4,18
90,4,19
90,4,20
90,4,21
90,4,22
90,4,23
90,4,24
90,4,25
90,4,26
90,4,27
90,4,28
90,4,29
90,4,30
90,5,1
90,5,2
90,5,3
90,5,4
90,5,5
90,5,6
90,5,7
90,5,8
90,5,9
90,5,10
90,5,11
90,5,12
90,5,13
90,5,14
90,5,15
90,5,16
90,5,17
90,5,18
90,5,19
90,5,20
90,5,21
90,5,22
90,5,23
90,5,24
90,5,25
90,5,26
90,5,27
90,5,28
90,5,29
90,5,30
90,5,31
90,6,1
90,6,2
90,6,3
90,6,4
90,6,5
90,6,6
90,6,7
90,6,8
90,6,9
90,6,10
90,6,11
90,6,12
90,6,13
90,6,14
90,6,15
90,6,16
90,6,17
90,6,18
90,6,19
90,6,20
90,6,21
90,6,22
90,6,23
90,6,24
90,6,25
90,6,26
90,6,27
90,6,28
90,6,29
90,6,30
90,7,1
90,7,2
90,7,3
90,7,4
90,7,5
90,7,6
90,7,7
90,7,8
90,7,9
90,7,10
90,7,11
90,7,12
90,7,13
90,7,14
90,7,15
90,7,16
90,7,17
90,7,18
90,7,19
90,7,20
90,7,21
90,7,22
90,7,23
90,7,24
90,7,25
90,7,26
90,7,27
90,7,28
90,7,29
90,7,30
90,7,31
90,8,1
90,8,2
90,8,3
90,8,4
90,8,5
90,8,6
90,8,7
90,8,8
90,8,9
90,8,10
90,8,11
90,8,12
90,8,13
90,8,14
90,8,15
90,8,16
90,8,17
90,8,18
90,8,19
90,8,20
90,8,21
90,8,22
90,8,23
90,8,24
90,8,25
90,8,26
90,8,27
90,8,28
90,8,29
90,8,30
90,8,31
90,9,1
90,9,2
90,9,3
90,9,4
90,9,5
90,9,6
90,9,7
90,9,8
90,9,9
90,9,10
90,9,11
90,9,12
90,9,13
90,9,14
90,9,15
90,9,16
90,9,17
90,9,18
90,9,19
90,9,20
90,9,21
90,9,22
90,9,23
90,9,24
90,9,25
90,9,26
90,9,27
90,9,28
90,9,29
90,9,30
90,10,1
90,10,2
90,10,3
90,10,4
90,10,5
90,10,6
90,10,7
90,10,8
90,10,9
90,10,10
90,10,11
90,10,12
90,10,13
90,10,14
90,10,15
90,10,16
90,10,17
90,10,18
90,10,19
90,10,20
90,10,21
90,10,22
90,10,23
90,10,24
90,10,25
90,10,26
90,10,27
90,10,28
90,10,29
90,10,30
90,10,31
90,11,1
90,11,2
90,11,3
90,11,4
90,11,5
90,11,6
90,11,7
90,11,8
90,11,9
90,11,10
90,11,11
90,11,12
90,11,13
90,11,14
90,11,15
90,11,16
90,11,17
90,11,18
90,11,19
90,11,20
90,11,21
90,11,22
90,11,23
90,11,24
90,11,25
90,11,26
90,11,27
90,11,28
90,11,29
90,11,30
90,12,1
90,12,2
90,12,3
90,12,4
90,12,5
90,12,6
90,12,7
90,12,8
90,12,9
90,12,10
90,12,11
90,12,12
90,12,13
90,12,14
90,12,15
90,12,16
90,12,17
90,12,18
90,12,19
90,12,20
90,12,21
90,12,22
90,12,23
90,12,24
90,12,25
90,12,26
90,12,27
90,12,28
90,12,29
90,12,30
90,12,31
91,1,1
91,1,2
91,1,3
91,1,4
91,1,5
91,1,6
91,1,7
91,1,8
91,1,9
91,1,10
91,1,11
91,1,12
91,1,13
91,1,14
91,1,15
91,1,16
91,1,17
91,1,18
91,1,19
91,1,20
91,1,21
91,1,22
91,1,23
91,1,24
91,1,25
91,1,26
91,1,27
91,1,28
91,1,29
91,1,30
91,1,31
91,2,1
91,2,2
91,2,3
91,2,4
91,2,5
91,2,6
91,2,7
91,2,8
91,2,9
91,2,10
91,2,11
91,2,12
91,2,13
91,2,14
91,2,15
91,2,16
91,2,17
91,2,18
91,2,19
91,2,20
91,2,21
91,2,22
91,2,23
91,2,24
91,2,25
91,2,26
91,2,27
91,2,28
91,3,1
91,3,2
91,3,3
91,3,4
91,3,5
91,3,6
91,3,7
91,3,8
91,3,9
91,3,10
91,3,11
91,3,12
91,3,13
91,3,14
91,3,15
91,3,16
91,3,17
91,3,18
91,3,19
91,3,20
91,3,21
91,3,22
91,3,23
91,3,24
91,3,25
91,3,26
91,3,27
91,3,28
91,3,29
91,3,30
91,3,31
91,4,1
91,4,2
91,4,3
91,4,4
91,4,5
91,4,6
91,4,7
91,4,8
91,4,9
91,4,10
91,4,11
91,4,12
91,4,13
91,4,14
91,4,15
91,4,16
91,4,17
91,4,18
91,4,19
91,4,20
91,4,21
91,4,22
91,4,23
91,4,24
91,4,25
91,4,26
91,4,27
91,4,28
91,4,29
91,4,30
91,5,1
91,5,2
91,5,3
91,5,4
91,5,5
91,5,6
91,5,7
91,5,8
91,5,9
91,5,10
91,5,11
91,5,12
91,5,13
91,5,14
91,5,15
91,5,16
91,5,17
91,5,18
91,5,19
91,5,20
91,5,21
91,5,22
91,5,23
91,5,24
91,5,25
91,5,26
91,5,27
91,5,28
91,5,29
91,5,30
91,5,31
91,6,1
91,6,2
91,6,3
91,6,4
91,6,5
91,6,6
91,6,7
91,6,8
91,6,9
91,6,10
91,6,11
91,6,12
91,6,13
91,6,14
91,6,15
91,6,16
91,6,17
91,6,18
91,6,19
91,6,20
91,6,21
91,6,22
91,6,23
91,6,24
91,6,25
91,6,26
91,6,27
91,6,28
91,6,29
91,6,30
91,7,1
91,7,2
91,7,3
91,7,4
91,7,5
91,7,6
91,7,7
91,7,8
91,7,9
91,7,10
91,7,11
91,7,12
91,7,13
91,7,14
91,7,15
91,7,16
91,7,17
91,7,18
91,7,19
91,7,20
91,7,21
91,7,22
91,7,23
91,7,24
91,7,25
91,7,26
91,7,27
91,7,28
91,7,29
91,7,30
91,7,31
91,8,1
91,8,2
91,8,3
91,8,4
91,8,5
91,8,6
91,8,7
91,8,8
91,8,9
91,8,10
91,8,11
91,8,12
91,8,13
91,8,14
91,8,15
91,8,16
91,8,17
91,8,18
91,8,19
91,8,20
91,8,21
91,8,22
91,8,23
91,8,24
91,8,25
91,8,26
91,8,27
91,8,28
91,8,29
91,8,30
91,8,31
91,9,1
91,9,2
91,9,3
91,9,4
91,9,5
91,9,6
91,9,7
91,9,8
91,9,9
91,9,10
91,9,11
91,9,12
91,9,13
91,9,14
91,9,15
91,9,16
91,9,17
91,9,18
91,9,19
91,9,20
91,9,21
91,9,22
91,9,23
91,9,24
91,9,25
91,9,26
91,9,27
91,9,28
91,9,29
91,9,30
91,10,1
91,10,2
91,10,3
91,10,4
91,10,5
91,10,6
91,10,7
91,10,8
91,10,9
91,10,10
91,10,11
91,10,12
91,10,13
91,10,14
91,10,15
91,10,16
91,10,17
91,10,18
91,10,19
91,10,20
91,10,21
91,10,22
91,10,23
91,10,24
91,10,25
91,10,26
91,10,27
91,10,28
91,10,29
91,10,30
91,10,31
91,11,1
91,11,2
91,11,3
91,11,4
91,11,5
91,11,6
91,11,7
91,11,8
91,11,9
91,11,10
91,11,11
91,11,12
91,11,13
91,11,14
91,11,15
91,11,16
91,11,17
91,11,18
91,11,19
91,11,20
91,11,21
91,11,22
91,11,23
91,11,24
91,11,25
91,11,26
91,11,27
91,11,28
91,11,29
91,11,30
91,12,1
91,12,2
91,12,3
91,12,4
91,12,5
91,12,6
91,12,7
91,12,8
91,12,9
91,12,10
91,12,11
91,12,12
91,12,13
91,12,14
91,12,15
91,12,16
91,12,17
91,12,18
91,12,19
91,12,20
91,12,21
91,12,22
91,12,23
91,12,24
91,12,25
91,12,26
91,12,27
91,12,28
91,12,29
91,12,30
91,12,31
92,1,1
92,1,2
92,1,3
92,1,4
92,1,5
92,1,6
92,1,7
92,1,8
92,1,9
92,1,10
92,1,11
92,1,12
92,1,13
92,1,14
92,1,15
92,1,16
92,1,17
92,1,18
92,1,19
92,1,20
92,1,21
92,1,22
92,1,23
92,1,24
92,1,25
92,1,26
92,1,27
92,1,28
92,1,29
92,1,30
92,1,31
92,2,1
92,2,2
92,2,3
92,2,4
92,2,5
92,2,6
92,2,7
92,2,8
92,2,9
92,2,10
92,2,11
92,2,12
92,2,13
92,2,14
92,2,15
92,2,16
92,2,17
92,2,18
92,2,19
92,2,20
92,2,21
92,2,22
92,2,23
92,2,24
92,2,25
92,2,26
92,2,27
92,2,28
92,2,29
92,3,1
92,3,2
92,3,3
92,3,4
92,3,5
92,3,6
92,3,7
92,3,8
92,3,9
92,3,10
92,3,11
92,3,12
92,3,13
92,3,14
92,3,15
92,3,16
92,3,17
92,3,18
92,3,19
92,3,20
92,3,21
92,3,22
92,3,23
92,3,24
92,3,25
92,3,26
92,3,27
92,3,28
92,3,29
92,3,30
92,3,31
92,4,1
92,4,2
92,4,3
92,4,4
92,4,5
92,4,6
92,4,7
92,4,8
92,4,9
92,4,10
92,4,11
92,4,12
92,4,13
92,4,14
92,4,15
92,4,16
92,4,17
92,4,18
92,4,19
92,4,20
92,4,21
92,4,22
92,4,23
92,4,24
92,4,25
92,4,26
92,4,27
92,4,28
92,4,29
92,4,30
92,5,1
92,5,2
92,5,3
92,5,4
92,5,5
92,5,6
92,5,7
92,5,8
92,5,9
92,5,10
92,5,11
92,5,12
92,5,13
92,5,14
92,5,15
92,5,16
92,5,17
92,5,18
92,5,19
92,5,20
92,5,21
92,5,22
92,5,23
92,5,24
92,5,25
92,5,26
92,5,27
92,5,28
92,5,29
92,5,30
92,5,31
92,6,1
92,6,2
92,6,3
92,6,4
92,6,5
92,6,6
92,6,7
92,6,8
92,6,9
92,6,10
92,6,11
92,6,12
92,6,13
92,6,14
92,6,15
92,6,16
92,6,17
92,6,18
92,6,19
92,6,20
92,6,21
92,6,22
92,6,23
92,6,24
92,6,25
92,6,26
92,6,27
92,6,28
92,6,29
92,6,30
92,7,1
92,7,2
92,7,3
92,7,4
92,7,5
92,7,6
92,7,7
92,7,8
92,7,9
92,7,10
92,7,11
92,7,12
92,7,13
92,7,14
92,7,15
92,7,16
92,7,17
92,7,18
92,7,19
92,7,20
92,7,21
92,7,22
92,7,23
92,7,24
92,7,25
92,7,26
92,7,27
92,7,28
92,7,29
92,7,30
92,7,31
92,8,1
92,8,2
92,8,3
92,8,4
92,8,5
92,8,6
92,8,7
92,8,8
92,8,9
92,8,10
92,8,11
92,8,12
92,8,13
92,8,14
92,8,15
92,8,16
92,8,17
92,8,18
92,8,19
92,8,20
92,8,21
92,8,22
92,8,23
92,8,24
92,8,25
92,8,26
92,8,27
92,8,28
92,8,29
92,8,30
92,8,31
92,9,1
92,9,2
92,9,3
92,9,4
92,9,5
92,9,6
92,9,7
92,9,8
92,9,9
92,9,10
92,9,11
92,9,12
92,9,13
92,9,14
92,9,15
92,9,16
92,9,17
92,9,18
92,9,19
92,9,20
92,9,21
92,9,22
92,9,23
92,9,24
92,9,25
92,9,26
92,9,27
92,9,28
92,9,29
92,9,30
92,10,1
92,10,2
92,10,3
92,10,4
92,10,5
92,10,6
92,10,7
92,10,8
92,10,9
92,10,10
92,10,11
92,10,12
92,10,13
92,10,14
92,10,15
92,10,16
92,10,17
92,10,18
92,10,19
92,10,20
92,10,21
92,10,22
92,10,23
92,10,24
92,10,25
92,10,26
92,10,27
92,10,28
92,10,29
92,10,30
92,10,31
92,11,1
92,11,2
92,11,3
92,11,4
92,11,5
92,11,6
92,11,7
92,11,8
92,11,9
92,11,10
92,11,11
92,11,12
92,11,13
92,11,14
92,11,15
92,11,16
92,11,17
92,11,18
92,11,19
92,11,20
92,11,21
92,11,22
92,11,23
92,11,24
92,11,25
92,11,26
92,11,27
92,11,28
92,11,29
92,11,30
92,12,1
92,12,2
92,12,3
92,12,4
92,12,5
92,12,6
92,12,7
92,12,8
92,12,9
92,12,10
92,12,11
92,12,12
92,12,13
92,12,14
92,12,15
92,12,16
92,12,17
92,12,18
92,12,19
92,12,20
92,12,21
92,12,22
92,12,23
92,12,24
92,12,25
92,12,26
92,12,27
92,12,28
92,12,29
92,12,30
92,12,31
93,1,1
93,1,2
93,1,3
93,1,4
93,1,5
93,1,6
93,1,7
93,1,8
93,1,9
93,1,10
93,1,11
93,1,12
93,1,13
93,1,14
93,1,15
93,1,16
93,1,17
93,1,18
93,1,19
93,1,20
93,1,21
93,1,22
93,1,23
93,1,24
93,1,25
93,1,26
93,1,27
93,1,28
93,1,29
93,1,30
93,1,31
93,2,1
93,2,2
93,2,3
93,2,4
93,2,5
93,2,6
93,2,7
93,2,8
93,2,9
93,2,10
93,2,11
93,2,12
93,2,13
93,2,14
93,2,15
93,2,16
93,2,17
93,2,18
93,2,19
93,2,20
93,2,21
93,2,22
93,2,23
93,2,24
93,2,25
93,2,26
93,2,27
93,2,28
93,3,1
93,3,2
93,3,3
93,3,4
93,3,5
93,3,6
93,3,7
93,3,8
93,3,9
93,3,10
93,3,11
93,3,12
93,3,13
93,3,14
93,3,15
93,3,16
93,3,17
93,3,18
93,3,19
93,3,20
93,3,21
93,3,22
93,3,23
93,3,24
93,3,25
93,3,26
93,3,27
93,3,28
93,3,29
93,3,30
93,3,31
93,4,1
93,4,2
93,4,3
93,4,4
93,4,5
93,4,6
93,4,7
93,4,8
93,4,9
93,4,10
93,4,11
93,4,12
93,4,13
93,4,14
93,4,15
93,4,16
93,4,17
93,4,18
93,4,19
93,4,20
93,4,21
93,4,22
93,4,23
93,4,24
93,4,25
93,4,26
93,4,27
93,4,28
93,4,29
93,4,30
93,5,1
93,5,2
93,5,3
93,5,4
93,5,5
93,5,6
93,5,7
93,5,8
93,5,9
93,5,10
93,5,11
93,5,12
93,5,13
93,5,14
93,5,15
93,5,16
93,5,17
93,5,18
93,5,19
93,5,20
93,5,21
93,5,22
93,5,23
93,5,24
93,5,25
93,5,26
93,5,27
93,5,28
93,5,29
93,5,30
93,5,31
93,6,1
93,6,2
93,6,3
93,6,4
93,6,5
93,6,6
93,6,7
93,6,8
93,6,9
93,6,10
93,6,11
93,6,12
93,6,13
93,6,14
93,6,15
93,6,16
93,6,17
93,6,18
93,6,19
93,6,20
93,6,21
93,6,22
93,6,23
93,6,24
93,6,25
93,6,26
93,6,27
93,6,28
93,6,29
93,6,30
93,7,1
93,7,2
93,7,3
93,7,4
93,7,5
93,7,6
93,7,7
93,7,8
93,7,9
93,7,10
93,7,11
93,7,12
93,7,13
93,7,14
93,7,15
93,7,16
93,7,17
93,7,18
93,7,19
93,7,20
93,7,21
93,7,22
93,7,23
93,7,24
93,7,25
93,7,26
93,7,27
93,7,28
93,7,29
93,7,30
93,7,31
93,8,1
93,8,2
93,8,3
93,8,4
93,8,5
93,8,6
93,8,7
93,8,8
93,8,9
93,8,10
93,8,11
93,8,12
93,8,13
93,8,14
93,8,15
93,8,16
93,8,17
93,8,18
93,8,19
93,8,20
93,8,21
93,8,22
93,8,23
93,8,24
93,8,25
93,8,26
93,8,27
93,8,28
93,8,29
93,8,30
93,8,31
93,9,1
93,9,2
93,9,3
93,9,4
93,9,5
93,9,6
93,9,7
93,9,8
93,9,9
93,9,10
93,9,11
93,9,12
93,9,13
93,9,14
93,9,15
93,9,16
93,9,17
93,9,18
93,9,19
93,9,20
93,9,21
93,9,22
93,9,23
93,9,24
93,9,25
93,9,26
93,9,27
93,9,28
93,9,29
93,9,30
93,10,1
93,10,2
93,10,3
93,10,4
93,10,5
93,10,6
93,10,7
93,10,8
93,10,9
93,10,10
93,10,11
93,10,12
93,10,13
93,10,14
93,10,15
93,10,16
93,10,17
93,10,18
93,10,19
93,10,20
93,10,21
93,10,22
93,10,23
93,10,24
93,10,25
93,10,26
93,10,27
93,10,28
93,10,29
93,10,30
93,10,31
93,11,1
93,11,2
93,11,3
93,11,4
93,11,5
93,11,6
93,11,7
93,11,8
93,11,9
93,11,10
93,11,11
93,11,12
93,11,13
93,11,14
93,11,15
93,11,16
93,11,17
93,11,18
93,11,19
93,11,20
93,11,21
93,11,22
93,11,23
93,11,24
93,11,25
93,11,26
93,11,27
93,11,28
93,11,29
93,11,30
93,12,1
93,12,2
93,12,3
93,12,4
93,12,5
93,12,6
93,12,7
93,12,8
93,12,9
93,12,10
93,12,11
93,12,12
93,12,13
93,12,14
93,12,15
93,12,16
93,12,17
93,12,18
93,12,19
93,12,20
93,12,21
93,12,22
93,12,23
93,12,24
93,12,25
93,12,26
93,12,27
93,12,28
93,12,29
93,12,30
93,12,31
94,1,1
94,1,2
94,1,3
94,1,4
94,1,5
94,1,6
94,1,7
94,1,8
94,1,9
94,1,10
94,1,11
94,1,12
94,1,13
94,1,14
94,1,15
94,1,16
94,1,17
94,1,18
94,1,19
94,1,20
94,1,21
94,1,22
94,1,23
94,1,24
94,1,25
94,1,26
94,1,27
94,1,28
94,1,29
94,1,30
94,1,31
94,2,1
94,2,2
94,2,3
94,2,4
94,2,5
94,2,6
94,2,7
94,2,8
94,2,9
94,2,10
94,2,11
94,2,12
94,2,13
94,2,14
94,2,15
94,2,16
94,2,17
94,2,18
94,2,19
94,2,20
94,2,21
94,2,22
94,2,23
94,2,24
94,2,25
94,2,26
94,2,27
94,2,28
94,3,1
94,3,2
94,3,3
94,3,4
94,3,5
94,3,6
94,3,7
94,3,8
94,3,9
94,3,10
94,3,11
94,3,12
94,3,13
94,3,14
94,3,15
94,3,16
94,3,17
94,3,18
94,3,19
94,3,20
94,3,21
94,3,22
94,3,23
94,3,24
94,3,25
94,3,26
94,3,27
94,3,28
94,3,29
94,3,30
94,3,31
94,4,1
94,4,2
94,4,3
94,4,4
94,4,5
94,4,6
94,4,7
94,4,8
94,4,9
94,4,10
94,4,11
94,4,12
94,4,13
94,4,14
94,4,15
94,4,16
94,4,17
94,4,18
94,4,19
94,4,20
94,4,21
94,4,22
94,4,23
94,4,24
94,4,25
94,4,26
94,4,27
94,4,28
94,4,29
94,4,30
94,5,1
94,5,2
94,5,3
94,5,4
94,5,5
94,5,6
94,5,7
94,5,8
94,5,9
94,5,10
94,5,11
94,5,12
94,5,13
94,5,14
94,5,15
94,5,16
94,5,17
94,6,7
94,6,8
94,6,9
94,6,10
94,6,11
94,6,12
94,6,13
94,6,14
94,6,15
94,6,16
94,6,17
94,6,18
94,6,19
94,6,20
94,6,21
94,6,22
94,6,23
94,6,24
94,6,25
94,6,26
94,6,27
94,6,28
94,6,29
94,6,30
94,7,1
94,7,2
94,7,3
94,7,4
94,7,5
94,7,6
94,7,7
94,7,8
94,7,9
94,7,10
94,7,11
94,7,12
94,7,13
94,7,14
94,7,15
94,7,16
94,7,17
94,7,18
94,7,19
94,7,20
94,7,21
94,7,22
94,7,23
94,7,24
94,7,25
94,7,26
94,7,27
94,7,28
94,7,29
94,7,30
94,7,31
94,8,1
94,8,2
94,8,3
94,8,4
94,8,5
94,8,6
94,8,7
94,8,8
94,8,9
94,8,10
94,8,11
94,8,12
94,8,13
94,8,14
94,8,15
94,8,16
94,8,17
94,8,18
94,8,19
94,8,20
94,8,21
94,8,22
94,8,23
94,8,24
94,8,25
94,8,26
94,8,27
94,8,28
94,8,29
94,8,30
94,8,31
94,9,1
94,9,2
94,9,3
94,9,4
94,9,5
94,9,6
94,9,7
94,9,8
94,9,9
94,9,10
94,9,11
94,9,12
94,9,13
94,9,14
94,9,15
94,9,16
94,9,17
94,9,18
94,9,19
94,9,20
94,9,21
94,9,22
94,9,23
94,9,24
94,9,25
94,9,26
94,9,27
94,9,28
94,9,29
94,9,30
94,10,1
94,10,2
94,10,3
94,10,4
94,10,5
94,10,6
94,10,7
94,10,8
94,10,9
94,10,10
94,10,11
94,10,12
94,10,13
94,10,14
94,10,15
94,10,16
94,10,17
94,10,18
94,10,19
94,10,20
94,10,21
94,10,22
94,10,23
94,10,24
94,10,25
94,10,26
94,10,27
94,10,28
94,10,29
94,10,30
94,10,31
94,11,1
94,11,2
94,11,3
94,11,4
94,11,5
94,11,6
94,11,7
94,11,8
94,11,9
94,11,10
94,11,11
94,11,12
94,11,13
94,11,14
94,11,15
94,11,16
94,11,17
94,11,18
94,11,19
94,11,20
94,11,21
94,11,22
94,11,23
94,11,24
94,11,25
94,11,26
94,11,27
94,11,28
94,11,29
94,11,30
94,12,1
94,12,2
94,12,3
94,12,4
94,12,5
94,12,6
94,12,7
94,12,8
94,12,9
94,12,10
94,12,11
94,12,12
94,12,13
94,12,14
94,12,15
94,12,16
94,12,17
94,12,18
94,12,19
94,12,20
94,12,21
94,12,22
94,12,23
94,12,24
94,12,25
94,12,26
94,12,27
94,12,28
94,12,29
94,12,30
94,12,31
95,1,1
95,1,2
95,1,3
95,1,4
95,1,5
95,1,6
95,1,7
95,1,8
95,1,9
95,1,10
95,1,11
95,1,12
95,1,13
95,1,14
95,1,15
95,1,16
95,1,17
95,1,18
95,1,19
95,1,20
95,1,21
95,1,22
95,1,23
95,1,24
95,1,25
